userId,userSessionId,teamLevel,platformType,count_gameclicks,count_hits,count_buyId,avg_price,hit_precision
2306,5783,1,android,67,5,1,1,7.462686567
1465,5784,1,android,184,23,NULL,NULL,12.5
1065,5785,1,iphone,37,5,2,11.5,13.51351351
2231,5786,1,iphone,40,5,NULL,NULL,12.5
181,5787,1,android,37,5,NULL,NULL,13.51351351
827,5788,1,iphone,75,5,1,20,6.666666667
1525,5789,1,iphone,60,5,NULL,NULL,8.333333333
1844,5790,1,android,96,9,NULL,NULL,9.375
2139,5791,1,android,29,2,NULL,NULL,6.896551724
2382,5792,1,android,91,12,NULL,NULL,13.18681319
2194,5793,1,iphone,181,24,NULL,NULL,13.25966851
657,5794,1,android,65,7,NULL,NULL,10.76923077
835,5795,1,android,82,5,NULL,NULL,6.097560976
1057,5796,1,linux,72,12,NULL,NULL,16.66666667
415,5797,1,iphone,32,2,NULL,NULL,6.25
1304,5798,1,mac,71,9,2,11.5,12.67605634
699,5799,1,mac,63,2,NULL,NULL,3.174603175
757,5800,1,android,79,8,NULL,NULL,10.12658228
222,5801,1,iphone,53,6,NULL,NULL,11.32075472
2252,5802,1,iphone,75,7,NULL,NULL,9.333333333
204,5803,1,windows,33,2,NULL,NULL,6.060606061
1501,5804,1,android,63,4,NULL,NULL,6.349206349
2051,5805,1,iphone,60,8,NULL,NULL,13.33333333
1264,5806,1,linux,81,12,1,5,14.81481481
1026,5807,1,iphone,52,10,1,20,19.23076923
209,5808,1,mac,56,6,NULL,NULL,10.71428571
611,5809,1,iphone,42,1,NULL,NULL,2.380952381
1834,5810,1,android,35,4,NULL,NULL,11.42857143
649,5811,1,linux,51,9,1,1,17.64705882
1997,5812,1,android,37,5,NULL,NULL,13.51351351
210,5813,1,android,138,10,NULL,NULL,7.246376812
2028,5814,1,iphone,157,17,NULL,NULL,10.82802548
872,5815,1,iphone,135,17,NULL,NULL,12.59259259
1740,5816,1,windows,24,3,NULL,NULL,12.5
1958,5817,1,android,40,3,1,20,7.5
2314,5818,1,windows,113,11,NULL,NULL,9.734513274
1430,5819,1,iphone,80,13,NULL,NULL,16.25
1300,5820,1,android,58,1,2,3,1.724137931
352,5821,1,iphone,61,6,NULL,NULL,9.836065574
283,5822,1,windows,32,7,NULL,NULL,21.875
511,5823,1,iphone,87,10,NULL,NULL,11.49425287
2263,5824,1,iphone,78,11,NULL,NULL,14.1025641
1471,5825,1,iphone,95,7,NULL,NULL,7.368421053
2177,5826,1,iphone,227,30,NULL,NULL,13.21585903
60,5827,1,iphone,38,3,NULL,NULL,7.894736842
1029,5828,1,iphone,38,4,NULL,NULL,10.52631579
1769,5829,1,iphone,177,19,NULL,NULL,10.73446328
1790,5830,1,android,82,10,NULL,NULL,12.19512195
1664,5831,1,windows,232,23,NULL,NULL,9.913793103
2092,5832,1,iphone,66,8,NULL,NULL,12.12121212
624,5833,1,iphone,105,10,NULL,NULL,9.523809524
178,5834,1,iphone,54,6,1,20,11.11111111
1,5835,1,android,73,7,NULL,NULL,9.589041096
1892,5836,1,linux,33,3,NULL,NULL,9.090909091
456,5837,1,android,66,12,NULL,NULL,18.18181818
538,5838,1,android,36,5,NULL,NULL,13.88888889
1224,5839,1,iphone,59,5,NULL,NULL,8.474576271
1275,5840,1,iphone,43,4,NULL,NULL,9.302325581
504,5841,1,iphone,33,2,NULL,NULL,6.060606061
1473,5842,1,iphone,76,10,NULL,NULL,13.15789474
2178,5843,1,iphone,72,10,NULL,NULL,13.88888889
670,5844,1,iphone,38,3,2,20,7.894736842
101,5845,1,mac,21,2,NULL,NULL,9.523809524
2296,5846,1,mac,63,6,NULL,NULL,9.523809524
1516,5847,1,windows,112,10,NULL,NULL,8.928571429
896,5848,1,windows,52,8,NULL,NULL,15.38461538
1429,5849,1,iphone,67,5,NULL,NULL,7.462686567
1367,5850,1,windows,38,7,NULL,NULL,18.42105263
303,5851,1,android,46,5,NULL,NULL,10.86956522
1270,5852,1,iphone,100,3,NULL,NULL,3
844,5853,1,iphone,33,1,NULL,NULL,3.03030303
2197,5854,1,iphone,81,12,NULL,NULL,14.81481481
208,5855,1,iphone,32,3,1,20,9.375
1199,5856,1,iphone,79,5,NULL,NULL,6.329113924
710,5857,1,android,72,7,NULL,NULL,9.722222222
157,5858,1,iphone,32,2,1,10,6.25
2262,5859,1,android,50,2,NULL,NULL,4
2221,5860,1,iphone,191,18,2,11.5,9.42408377
900,5861,1,linux,45,7,NULL,NULL,15.55555556
2214,5862,1,windows,48,4,NULL,NULL,8.333333333
471,5863,1,iphone,45,6,2,15,13.33333333
534,5864,1,android,32,4,NULL,NULL,12.5
175,5865,1,windows,42,7,NULL,NULL,16.66666667
1234,5866,1,android,46,3,1,10,6.52173913
1329,5867,1,android,42,4,NULL,NULL,9.523809524
2279,5868,1,iphone,54,2,NULL,NULL,3.703703704
90,5869,1,android,26,1,NULL,NULL,3.846153846
371,5870,1,android,53,9,1,3,16.98113208
1142,5871,1,iphone,210,23,NULL,NULL,10.95238095
1848,5872,1,android,53,7,NULL,NULL,13.20754717
539,5873,1,windows,32,4,NULL,NULL,12.5
962,5874,1,iphone,62,6,NULL,NULL,9.677419355
81,5875,1,android,83,9,NULL,NULL,10.84337349
2354,5876,1,iphone,64,8,NULL,NULL,12.5
514,5877,1,windows,128,13,NULL,NULL,10.15625
787,5878,1,android,66,4,NULL,NULL,6.060606061
1157,5879,1,android,36,1,NULL,NULL,2.777777778
2146,5880,1,linux,46,7,1,2,15.2173913
390,5881,1,linux,53,5,NULL,NULL,9.433962264
1085,5882,1,windows,96,11,NULL,NULL,11.45833333
810,5883,1,android,90,8,NULL,NULL,8.888888889
1278,5884,1,windows,97,13,NULL,NULL,13.40206186
93,5885,1,iphone,61,7,NULL,NULL,11.47540984
68,5886,1,android,27,1,NULL,NULL,3.703703704
935,5887,1,iphone,57,2,1,10,3.50877193
859,5888,1,android,93,13,NULL,NULL,13.97849462
165,5889,1,iphone,49,3,1,5,6.12244898
1433,5890,1,android,22,2,NULL,NULL,9.090909091
1381,5891,1,android,91,7,NULL,NULL,7.692307692
1538,5892,1,iphone,24,3,1,20,12.5
1544,5893,1,iphone,36,6,2,20,16.66666667
737,5894,1,windows,41,3,NULL,NULL,7.317073171
1076,5895,1,iphone,35,5,NULL,NULL,14.28571429
1628,5896,1,android,67,9,NULL,NULL,13.43283582
576,5897,1,android,54,3,NULL,NULL,5.555555556
1099,5898,1,iphone,81,10,NULL,NULL,12.34567901
2348,5899,1,android,27,5,NULL,NULL,18.51851852
1243,5900,1,windows,66,7,NULL,NULL,10.60606061
1028,5901,1,linux,65,5,NULL,NULL,7.692307692
2103,5902,1,iphone,116,13,NULL,NULL,11.20689655
630,5903,1,iphone,50,6,NULL,NULL,12
437,5904,1,iphone,56,7,NULL,NULL,12.5
1215,5905,1,android,107,11,NULL,NULL,10.28037383
62,5906,1,android,117,8,NULL,NULL,6.837606838
1720,5907,1,iphone,20,3,NULL,NULL,15
856,5908,1,iphone,47,9,NULL,NULL,19.14893617
2218,5909,1,android,80,6,1,3,7.5
1162,5910,1,windows,192,16,1,2,8.333333333
382,5911,1,iphone,34,6,NULL,NULL,17.64705882
1645,5912,1,mac,94,4,NULL,NULL,4.255319149
1436,5913,1,android,49,6,NULL,NULL,12.24489796
1821,5914,1,windows,178,22,1,1,12.35955056
801,5915,1,iphone,82,7,NULL,NULL,8.536585366
1038,5916,1,android,214,21,NULL,NULL,9.813084112
2030,5917,1,windows,75,9,NULL,NULL,12
184,5918,1,iphone,69,7,NULL,NULL,10.14492754
2133,5919,1,android,87,14,1,3,16.09195402
1027,5920,1,iphone,52,5,3,15,9.615384615
518,5921,1,linux,121,16,1,1,13.2231405
306,5922,1,windows,165,5,NULL,NULL,3.03030303
2212,5923,1,android,70,7,NULL,NULL,10
569,5924,1,iphone,120,11,NULL,NULL,9.166666667
2032,5925,1,windows,68,5,NULL,NULL,7.352941176
478,5926,1,iphone,85,14,NULL,NULL,16.47058824
1684,5927,1,iphone,69,7,NULL,NULL,10.14492754
791,5928,1,iphone,215,18,NULL,NULL,8.372093023
174,5929,1,android,42,5,NULL,NULL,11.9047619
2029,5930,1,iphone,89,7,1,10,7.865168539
1610,5931,1,iphone,100,10,NULL,NULL,10
223,5932,1,android,70,8,NULL,NULL,11.42857143
1104,5933,1,iphone,34,2,NULL,NULL,5.882352941
2384,5934,1,windows,41,5,1,1,12.19512195
412,5935,1,iphone,54,5,NULL,NULL,9.259259259
1688,5936,1,iphone,92,8,NULL,NULL,8.695652174
2157,5937,1,android,81,7,NULL,NULL,8.641975309
1155,5938,1,iphone,71,16,1,20,22.53521127
1071,5939,1,iphone,34,6,NULL,NULL,17.64705882
564,5940,1,linux,34,3,1,1,8.823529412
97,5941,1,android,74,10,1,1,13.51351351
1229,5942,1,android,68,7,NULL,NULL,10.29411765
243,5943,1,linux,52,6,NULL,NULL,11.53846154
2048,5944,1,iphone,178,23,NULL,NULL,12.92134831
253,5945,1,android,66,12,1,3,18.18181818
846,5946,1,iphone,28,5,NULL,NULL,17.85714286
108,5947,1,iphone,64,6,NULL,NULL,9.375
400,5948,1,iphone,56,4,NULL,NULL,7.142857143
1630,5949,1,iphone,71,10,NULL,NULL,14.08450704
934,5950,1,windows,43,4,1,10,9.302325581
931,5951,1,windows,87,12,NULL,NULL,13.79310345
841,5952,1,iphone,92,6,NULL,NULL,6.52173913
1665,5953,1,linux,104,8,NULL,NULL,7.692307692
595,5954,1,iphone,65,7,NULL,NULL,10.76923077
2009,5955,1,iphone,27,4,1,5,14.81481481
1717,5956,1,iphone,44,3,NULL,NULL,6.818181818
1453,5957,1,iphone,31,0,NULL,NULL,0
2383,5958,1,android,128,13,NULL,NULL,10.15625
639,5959,1,mac,202,25,NULL,NULL,12.37623762
1256,5960,1,iphone,55,7,NULL,NULL,12.72727273
1890,5961,1,android,53,10,NULL,NULL,18.86792453
2084,5962,1,iphone,41,6,NULL,NULL,14.63414634
244,5963,1,android,90,10,NULL,NULL,11.11111111
2040,5964,1,android,144,14,NULL,NULL,9.722222222
123,5965,1,android,46,6,NULL,NULL,13.04347826
160,5966,1,iphone,93,9,NULL,NULL,9.677419355
1782,5967,1,android,36,2,NULL,NULL,5.555555556
2127,5968,1,linux,47,9,NULL,NULL,19.14893617
741,5969,1,android,77,13,NULL,NULL,16.88311688
947,5970,1,windows,69,11,NULL,NULL,15.94202899
880,5971,1,android,70,7,NULL,NULL,10
1815,6088,1,iphone,272,24,1,3,8.823529412
864,6173,1,android,79,9,1,3,11.39240506
1498,6174,1,linux,60,4,NULL,NULL,6.666666667
1307,6229,1,windows,52,9,NULL,NULL,17.30769231
1457,6230,1,windows,54,4,1,1,7.407407407
754,6231,1,android,646,54,1,3,8.359133127
2248,6344,1,linux,59,7,NULL,NULL,11.86440678
1555,6377,1,iphone,96,16,NULL,NULL,16.66666667
1064,6401,1,windows,35,1,NULL,NULL,2.857142857
662,6402,1,iphone,135,15,NULL,NULL,11.11111111
1576,6493,1,android,41,3,NULL,NULL,7.317073171
2285,6548,1,iphone,122,12,NULL,NULL,9.836065574
1510,6561,1,iphone,63,5,NULL,NULL,7.936507937
242,6585,1,iphone,23,2,NULL,NULL,8.695652174
1227,6586,1,android,64,6,NULL,NULL,9.375
1183,6663,1,linux,143,11,NULL,NULL,7.692307692
2132,6836,1,iphone,35,3,NULL,NULL,8.571428571
1282,6837,1,android,95,11,NULL,NULL,11.57894737
1163,6928,1,android,24,2,NULL,NULL,8.333333333
2389,6929,1,android,66,6,NULL,NULL,9.090909091
1022,6993,1,windows,8,1,2,3,12.5
12,7079,1,iphone,36,2,1,20,5.555555556
436,7104,1,android,597,52,NULL,NULL,8.710217755
1418,7105,1,linux,693,64,NULL,NULL,9.235209235
2307,7132,1,iphone,701,64,NULL,NULL,9.129814551
1804,7150,1,iphone,22,1,1,10,4.545454545
1393,7188,1,linux,15,3,NULL,NULL,20
367,7189,1,windows,22,2,NULL,NULL,9.090909091
2353,7270,1,iphone,8,1,NULL,NULL,12.5
1615,7352,1,android,137,10,NULL,NULL,7.299270073
769,7371,1,android,2,0,NULL,NULL,0
1613,7372,1,iphone,10,3,NULL,NULL,30
1139,7401,1,android,18,2,NULL,NULL,11.11111111
1697,7503,1,iphone,2,0,NULL,NULL,0
624,7512,2,iphone,132,16,1,20,12.12121212
514,7513,2,windows,139,15,NULL,NULL,10.79136691
2103,7514,2,iphone,154,15,NULL,NULL,9.74025974
518,7515,2,linux,137,14,NULL,NULL,10.2189781
569,7516,2,iphone,122,11,NULL,NULL,9.016393443
2353,7517,2,iphone,153,10,NULL,NULL,6.535947712
1353,7518,2,android,52,5,NULL,NULL,9.615384615
1175,7519,2,iphone,197,18,NULL,NULL,9.137055838
673,7520,2,iphone,189,13,NULL,NULL,6.878306878
2314,7521,2,windows,203,22,NULL,NULL,10.83743842
2383,7522,2,android,196,23,1,2,11.73469388
1277,7523,2,windows,71,5,2,5,7.042253521
411,7524,2,iphone,70,4,NULL,NULL,5.714285714
1143,7525,2,android,70,13,1,3,18.57142857
1652,7526,2,android,66,7,1,3,10.60606061
1082,7527,2,iphone,56,5,NULL,NULL,8.928571429
21,7528,2,android,69,6,NULL,NULL,8.695652174
1300,7529,2,android,62,5,NULL,NULL,8.064516129
900,7530,2,linux,63,6,NULL,NULL,9.523809524
2214,7531,2,windows,53,6,NULL,NULL,11.32075472
2279,7532,2,iphone,46,2,NULL,NULL,4.347826087
371,7533,2,android,55,6,NULL,NULL,10.90909091
1027,7534,2,iphone,66,5,2,6,7.575757576
174,7535,2,android,53,5,NULL,NULL,9.433962264
937,7536,2,android,53,5,NULL,NULL,9.433962264
351,7537,2,windows,38,9,NULL,NULL,23.68421053
1629,7538,2,iphone,70,12,NULL,NULL,17.14285714
1924,7539,2,iphone,46,8,NULL,NULL,17.39130435
2222,7540,2,iphone,52,11,2,7.5,21.15384615
1260,7541,2,iphone,42,6,1,3,14.28571429
222,7542,2,iphone,53,5,NULL,NULL,9.433962264
303,7543,2,android,46,7,NULL,NULL,15.2173913
1848,7544,2,android,59,9,NULL,NULL,15.25423729
390,7545,2,linux,47,7,2,1,14.89361702
1155,7546,2,iphone,53,2,2,12.5,3.773584906
1623,7547,2,iphone,134,11,NULL,NULL,8.208955224
1362,7548,2,iphone,116,13,NULL,NULL,11.20689655
1072,7549,2,iphone,144,22,2,15,15.27777778
1513,7550,2,mac,125,11,NULL,NULL,8.8
1555,7551,2,iphone,158,11,1,20,6.962025316
1658,7552,2,iphone,58,5,NULL,NULL,8.620689655
849,7553,2,iphone,37,5,NULL,NULL,13.51351351
121,7554,2,android,54,5,NULL,NULL,9.259259259
1034,7555,2,iphone,46,5,NULL,NULL,10.86956522
970,7556,2,iphone,49,8,1,5,16.32653061
1874,7557,2,mac,44,2,NULL,NULL,4.545454545
128,7558,2,iphone,49,4,NULL,NULL,8.163265306
374,7559,2,android,56,7,1,2,12.5
217,7560,2,mac,52,5,NULL,NULL,9.615384615
1205,7561,2,android,42,2,NULL,NULL,4.761904762
1958,7562,2,android,46,3,1,20,6.52173913
283,7563,2,windows,48,7,NULL,NULL,14.58333333
538,7564,2,android,39,5,NULL,NULL,12.82051282
1275,7565,2,iphone,51,5,NULL,NULL,9.803921569
1076,7566,2,iphone,39,4,NULL,NULL,10.25641026
934,7567,2,windows,44,6,NULL,NULL,13.63636364
1064,7568,2,windows,39,2,1,1,5.128205128
453,7569,2,android,134,19,NULL,NULL,14.17910448
1145,7570,2,windows,129,6,NULL,NULL,4.651162791
355,7571,2,iphone,137,14,2,5,10.2189781
1560,7572,2,android,112,11,NULL,NULL,9.821428571
1215,7573,2,android,117,21,NULL,NULL,17.94871795
1589,7574,2,iphone,32,6,NULL,NULL,18.75
342,7575,2,android,32,4,NULL,NULL,12.5
852,7576,2,android,27,5,NULL,NULL,18.51851852
30,7577,2,iphone,29,2,NULL,NULL,6.896551724
155,7578,2,android,49,4,NULL,NULL,8.163265306
1349,7579,2,iphone,34,4,NULL,NULL,11.76470588
76,7580,2,windows,36,3,2,1.5,8.333333333
2149,7581,2,android,15,2,NULL,NULL,13.33333333
415,7582,2,iphone,27,4,NULL,NULL,14.81481481
204,7583,2,windows,28,2,NULL,NULL,7.142857143
60,7584,2,iphone,35,4,NULL,NULL,11.42857143
844,7585,2,iphone,33,5,NULL,NULL,15.15151515
208,7586,2,iphone,18,2,NULL,NULL,11.11111111
157,7587,2,iphone,33,3,NULL,NULL,9.090909091
534,7588,2,android,31,2,NULL,NULL,6.451612903
90,7589,2,android,27,1,1,2,3.703703704
737,7590,2,windows,30,4,NULL,NULL,13.33333333
2348,7591,2,android,39,3,NULL,NULL,7.692307692
1717,7592,2,iphone,26,4,NULL,NULL,15.38461538
1453,7593,2,iphone,34,5,NULL,NULL,14.70588235
1782,7594,2,android,32,5,2,11.5,15.625
1022,7595,2,windows,43,5,2,2,11.62790698
1807,7596,2,iphone,180,24,1,20,13.33333333
1038,7597,2,android,171,17,NULL,NULL,9.941520468
791,7598,2,iphone,170,20,NULL,NULL,11.76470588
820,7599,2,android,41,5,1,2,12.19512195
221,7600,2,iphone,48,5,1,5,10.41666667
1065,7601,2,iphone,58,8,NULL,NULL,13.79310345
611,7602,2,iphone,66,5,NULL,NULL,7.575757576
1834,7603,2,android,66,5,NULL,NULL,7.575757576
1892,7604,2,linux,59,8,1,2,13.55932203
471,7605,2,iphone,48,7,NULL,NULL,14.58333333
175,7606,2,windows,63,4,NULL,NULL,6.349206349
1329,7607,2,android,54,6,NULL,NULL,11.11111111
856,7608,2,iphone,46,5,NULL,NULL,10.86956522
382,7609,2,iphone,55,7,1,5,12.72727273
2384,7610,2,windows,55,6,NULL,NULL,10.90909091
1071,7611,2,iphone,52,5,NULL,NULL,9.615384615
242,7612,2,iphone,57,2,NULL,NULL,3.50877193
1465,7613,2,android,171,24,NULL,NULL,14.03508772
2194,7614,2,iphone,168,18,NULL,NULL,10.71428571
662,7615,2,iphone,163,21,NULL,NULL,12.88343558
1139,7616,2,android,179,18,NULL,NULL,10.05586592
2336,7617,2,windows,262,28,NULL,NULL,10.6870229
1815,7618,2,iphone,267,30,NULL,NULL,11.23595506
1183,7619,2,linux,271,23,NULL,NULL,8.487084871
2229,7620,2,iphone,58,3,1,20,5.172413793
2199,7621,2,android,57,5,NULL,NULL,8.771929825
2243,7622,2,android,43,7,NULL,NULL,16.27906977
807,7623,2,linux,58,4,NULL,NULL,6.896551724
279,7624,2,windows,55,5,NULL,NULL,9.090909091
868,7625,2,iphone,41,7,1,20,17.07317073
699,7626,2,mac,61,12,NULL,NULL,19.67213115
1224,7627,2,iphone,49,6,NULL,NULL,12.24489796
2146,7628,2,linux,68,11,NULL,NULL,16.17647059
576,7629,2,android,44,5,NULL,NULL,11.36363636
400,7630,2,iphone,45,5,NULL,NULL,11.11111111
2127,7631,2,linux,61,8,NULL,NULL,13.1147541
812,7632,2,android,78,8,NULL,NULL,10.25641026
445,7633,2,android,63,4,1,3,6.349206349
321,7634,2,windows,70,8,NULL,NULL,11.42857143
127,7635,2,iphone,69,11,1,10,15.94202899
2161,7636,2,android,92,11,2,3,11.95652174
1351,7637,2,iphone,60,7,NULL,NULL,11.66666667
1731,7638,2,iphone,72,3,NULL,NULL,4.166666667
2178,7639,2,iphone,77,9,NULL,NULL,11.68831169
962,7640,2,iphone,68,8,NULL,NULL,11.76470588
108,7641,2,iphone,66,11,NULL,NULL,16.66666667
1073,7642,2,android,184,17,NULL,NULL,9.239130435
591,7643,2,windows,180,14,NULL,NULL,7.777777778
210,7644,2,android,181,25,NULL,NULL,13.8121547
2040,7645,2,android,184,25,NULL,NULL,13.58695652
1926,7646,2,android,71,9,NULL,NULL,12.67605634
515,7647,2,iphone,73,9,NULL,NULL,12.32876712
1591,7648,2,iphone,70,10,NULL,NULL,14.28571429
2283,7649,2,android,66,7,NULL,NULL,10.60606061
827,7650,2,iphone,68,13,NULL,NULL,19.11764706
657,7651,2,android,88,8,NULL,NULL,9.090909091
2262,7652,2,android,71,9,NULL,NULL,12.67605634
935,7653,2,iphone,72,4,NULL,NULL,5.555555556
1099,7654,2,iphone,85,8,NULL,NULL,9.411764706
